102,59,1200,.601
102,59,1201,.355
102,59,1202,-8.09
102,59,1203,-8.58
102,59,1204,-2.105
102,59,1205,-1.49
102,59,1206,-1.763
102,59,1207,-1.818
102,59,1208,-.984
102,59,1209,-.847
102,59,1210,.014
102,59,1211,1.298
102,59,1212,2.091
102,59,1213,3.923
102,59,1214,2.679
102,59,1215,3.376
102,59,1216,23.82
102,59,1217,105
102,59,1218,86.8
102,59,1219,1.503
102,59,1220,256.5
102,59,1221,-56.18
102,59,1222,162.1
102,59,1223,29.48
102,59,1224,117.7
102,59,1225,218.6
102,59,1226,30.7
102,59,1227,6.288
102,59,1228,5.112
102,59,1229,18.53
102,59,1230,14.69
102,59,1231,9.71
102,59,1232,-7.33
102,59,1233,33.29
102,59,1234,106.1
102,59,1235,149
102,59,1236,101.8
102,59,1237,292
102,59,1238,164.9
102,59,1239,58.72
102,59,1240,66.48
102,59,1241,68.95
102,59,1242,37.04
102,59,1243,11.54
102,59,1244,2.338
102,59,1245,8.86
102,59,1246,-10.15
102,59,1247,-12.57
102,59,1248,-17.82
102,59,1249,-19.98
102,59,1250,-11.58
102,59,1251,-.916
102,59,1252,9.97
102,59,1253,-2.147
102,59,1254,15.52
102,59,1255,14.42
102,59,1256,24.01
102,59,1257,113.1
102,59,1258,110.6
102,59,1259,-41.03
102,59,1300,-79.1
102,59,1301,-73.8
102,59,1302,-20.63
102,59,1303,21.63
102,59,1304,-50.43
102,59,1305,-79.7
102,59,1306,-81.8
102,59,1307,-81.2
102,59,1308,26.22
102,59,1309,40.66
102,59,1310,108.5
102,59,1311,237.4
102,59,1312,204.3
102,59,1313,70.2
102,59,1314,40.5
102,59,1315,24.62
102,59,1316,-51.58
102,59,1317,-35.24
102,59,1318,74.3
102,59,1319,156
102,59,1320,30.97
102,59,1321,24.62
102,59,1322,72.1
102,59,1323,69.61
102,59,1324,125.1
102,59,1325,111
102,59,1326,56.01
102,59,1327,6.693
102,59,1328,55.23
102,59,1329,98.3
102,59,1330,123.4
102,59,1331,25.64
102,59,1332,51.92
102,59,1333,70.3
102,59,1334,40.81
102,59,1335,58.89
102,59,1336,-6.832
102,59,1337,-9.29
102,59,1338,-5.49
102,59,1339,103
102,59,1340,57.92
102,59,1341,25
102,59,1342,37.24
102,59,1343,-.424
102,59,1344,20.08
102,59,1345,120.9
102,59,1346,101.2
102,59,1347,242.6
102,59,1348,257.4
102,59,1349,291.2
102,59,1350,262.6
102,59,1351,243.8
102,59,1352,150.6
102,59,1353,139
102,59,1354,222.8
102,59,1355,2.136
102,59,1356,46.61
102,59,1357,69.53
102,59,1358,60.82
102,59,1359,47.46
102,59,1400,40.6
102,59,1401,38.31
102,59,1405,103.1
102,59,1410,232.7
102,59,1415,220.5
102,66,1155,-3.034
102,66,1200,-1.821
102,66,1205,91.3
102,66,1210,159.9
102,66,1215,162.8
102,66,1220,11.91
102,66,1225,72.7
102,66,1230,144.1
102,66,1235,89.2
102,66,1240,33.99
102,66,1245,65.34
102,66,1250,17.89
102,66,1255,-44.06
102,66,1300,108
102,66,1305,238.2
102,66,1310,111.9
102,66,1315,185.8
102,66,1320,56.33
102,66,1325,57.47
102,66,1330,67.37
102,66,1335,35.24
102,66,1340,76.3
102,66,1345,286.1
102,66,1350,154
102,73,1205,-2.936
102,73,1210,-.238
102,73,1215,7.06
102,73,1220,241.6
102,73,1225,134.7
102,73,1230,88.5
102,73,1235,109.3
102,73,1240,39.66
102,73,1245,43.41
102,73,1250,24.27
102,73,1255,10.66
102,73,1300,-33.11
102,73,1305,-51.57
102,73,1310,-75.1
102,73,1315,-82
102,73,1320,21.64
102,73,1325,16.23
102,73,1330,181.8
102,73,1335,180.1
102,73,1340,110.3
102,73,1345,203.5
102,73,1350,246.1
102,73,1355,146.8
102,73,1400,-119.3
102,73,1405,65.51
102,73,1410,187
102,73,1415,273.9
